nazwa_produktu,producent,jednostka_ceny,waga,średnica,dlugość,szerokość,wysokość,grubość,typ_pakowania,jednostka_zakupu,typ_jednostki_zakupu
PVC GEWEBE-ECKSCHUTZ-SCHIENE listwa naroznikowa z siatka plastikowa,BAUDISCOUNT PROFILE & TROCKENBAU ZUBEHÖR,szt,,,2500,20,,,,1,paczka
PVC GEWEBE-ECKSCHUTZ-SCHIENE listwa naroznikowa z siatka plastikowa,BAUDISCOUNT PROFILE & TROCKENBAU ZUBEHÖR,szt,,,3000,20,,,,1,paczka
PVC GEWEBE-ECKSCHUTZ-SCHIENE listwa naroznikowa z siatka plastikowa,BAUDISCOUNT PROFILE & TROCKENBAU ZUBEHÖR,szt,,,2500,25,,,,1,paczka
PVC GEWEBE-ECKSCHUTZ-SCHIENE listwa naroznikowa z siatka plastikowa,BAUDISCOUNT PROFILE & TROCKENBAU ZUBEHÖR,szt,,,3000,25,,,,1,paczka
ALU SOCKELPROFIL / SOCKELSCHIENEN ,BAUDISCOUNT PROFILE & TROCKENBAU ZUBEHÖR,szt,,,2500,50,,,,1,paczka
ALU SOCKELPROFIL / SOCKELSCHIENEN ,BAUDISCOUNT PROFILE & TROCKENBAU ZUBEHÖR,szt,,,2500,60,,,,1,paczka
ALU SOCKELPROFIL / SOCKELSCHIENEN ,BAUDISCOUNT PROFILE & TROCKENBAU ZUBEHÖR,szt,,,2500,80,,,,1,paczka
ALU SOCKELPROFIL / SOCKELSCHIENEN ,BAUDISCOUNT PROFILE & TROCKENBAU ZUBEHÖR,szt,,,2500,100,,,,1,paczka
ALU SOCKELPROFIL / SOCKELSCHIENEN ,BAUDISCOUNT PROFILE & TROCKENBAU ZUBEHÖR,szt,,,2500,120,,,,1,paczka
ALU SOCKELPROFIL / SOCKELSCHIENEN ,BAUDISCOUNT PROFILE & TROCKENBAU ZUBEHÖR,szt,,,2500,140,,,,1,paczka
ALU SOCKELPROFIL / SOCKELSCHIENEN ,BAUDISCOUNT PROFILE & TROCKENBAU ZUBEHÖR,szt,,,2500,150,,,,1,paczka
ALU SOCKELPROFIL / SOCKELSCHIENEN ,BAUDISCOUNT PROFILE & TROCKENBAU ZUBEHÖR,szt,,,2500,180,,,,1,paczka
ALU SOCKELPROFIL / SOCKELSCHIENEN ,BAUDISCOUNT PROFILE & TROCKENBAU ZUBEHÖR,szt,,,2500,200,,,,1,paczka
ANPUTZLEISTE – LEIBUNGSPROFIL / FENSTER/TÜR-ANPUTZLEISTE listwa okienna/drzwiowa z siatka,BAUDISCOUNT PROFILE & TROCKENBAU ZUBEHÖR,szt,,,,2500,,,,,
ANPUTZLEISTE – LEIBUNGSPROFIL / FENSTER/TÜR-ANPUTZLEISTE listwa okienna/drzwiowa z siatka,BAUDISCOUNT PROFILE & TROCKENBAU ZUBEHÖR,szt,,,,3000,,,,,
SOCKELABSCHLUSSPROFIL PVC / EINSCHUBPROFIL listwa cokolowa z siatka,BAUDISCOUNT PROFILE & TROCKENBAU ZUBEHÖR,szt,,,,2500,,,,,
SOCKELABSCHLUSSPROFIL PVC / EINSCHUBPROFIL listwa cokolowa z siatka,BAUDISCOUNT PROFILE & TROCKENBAU ZUBEHÖR,szt,,,,3000,,,,,
DÄMMSTOFFDÜBEL (SCHLAGDÜBEL) MIT KUNSTSTOFFDORN kolek plastikowy z ETA,Wkręt-met,szt,,10,120,,,,,1,paczka
DÄMMSTOFFDÜBEL (SCHLAGDÜBEL) MIT KUNSTSTOFFDORN kolek plastikowy z ETA,Wkręt-met,szt,,10,140,,,,,1,paczka
DÄMMSTOFFDÜBEL (SCHLAGDÜBEL) MIT KUNSTSTOFFDORN kolek plastikowy z ETA,Wkręt-met,szt,,10,160,,,,,1,paczka
DÄMMSTOFFDÜBEL (SCHLAGDÜBEL) MIT KUNSTSTOFFDORN kolek plastikowy z ETA,Wkręt-met,szt,,10,180,,,,,1,paczka
DÄMMSTOFFDÜBEL (SCHLAGDÜBEL) MIT KUNSTSTOFFDORN kolek plastikowy z ETA,Wkręt-met,szt,,10,200,,,,,1,paczka
DÄMMSTOFFDÜBEL (SCHLAGDÜBEL) MIT KUNSTSTOFFDORN kolek plastikowy z ETA,Wkręt-met,szt,,10,220,,,,,1,paczka
DÄMMSTOFFDÜBEL (SCHLAGDÜBEL) MIT KUNSTSTOFFDORN kolek plastikowy z ETA,Wkręt-met,szt,,10,260,,,,,1,paczka
RONDELL FRÄSER FÜR EPS DÄMMPLATTEN,Wkręt-met,szt,,66.7,,,,,,1,szt
RONDELLE / STOPFEN EPS STYROPOR,Wkręt-met,szt,,,,,,,,1,paczka
RONDELLE / STOPFEN EPS STYROPOR,Wkręt-met,szt,,,,,,,,1,paczka
RONDELLE / STOPFEN STEINWOLLE,Wkręt-met,szt,,67,,,,17,,1,paczka
Soudafoam Classic Gun,Soudal,szt,,,,,,,,1,paczka
DÄMMSTOFFDÜBEL (SCHRAUBDÜBEL) METALLDORN  kolki wkrecane ze stalowym trzpieniem,Wkręt-met,szt,,8,95,,,,,1,paczka
DÄMMSTOFFDÜBEL (SCHRAUBDÜBEL) METALLDORN  kolki wkrecane ze stalowym trzpieniem,Wkręt-met,szt,,8,115,,,,,1,paczka
DÄMMSTOFFDÜBEL (SCHRAUBDÜBEL) METALLDORN  kolki wkrecane ze stalowym trzpieniem,Wkręt-met,szt,,8,135,,,,,1,paczka
DÄMMSTOFFDÜBEL (SCHRAUBDÜBEL) METALLDORN  kolki wkrecane ze stalowym trzpieniem,Wkręt-met,szt,,8,155,,,,,1,paczka
DÄMMSTOFFDÜBEL (SCHRAUBDÜBEL) METALLDORN  kolki wkrecane ze stalowym trzpieniem,Wkręt-met,szt,,8,175,,,,,1,paczka
DÄMMSTOFFDÜBEL (SCHRAUBDÜBEL) METALLDORN  kolki wkrecane ze stalowym trzpieniem,Wkręt-met,szt,,8,195,,,,,1,paczka
DÄMMSTOFFDÜBEL (SCHRAUBDÜBEL) METALLDORN  kolki wkrecane ze stalowym trzpieniem,Wkręt-met,szt,,8,215,,,,,1,paczka
DÄMMSTOFFDÜBEL (SCHRAUBDÜBEL) METALLDORN  kolki wkrecane ze stalowym trzpieniem,Wkręt-met,szt,,8,235,,,,,1,paczka
DÄMMSTOFFDÜBEL (SCHRAUBDÜBEL) METALLDORN  kolki wkrecane ze stalowym trzpieniem,Wkręt-met,szt,,8,255,,,,,1,paczka
DÄMMSTOFFDÜBEL (SCHRAUBDÜBEL) METALLDORN  kolki wkrecane ze stalowym trzpieniem,Wkręt-met,szt,,8,275,,,,,1,paczka
DÄMMSTOFFDÜBEL (SCHRAUBDÜBEL) METALLDORN  kolki wkrecane ze stalowym trzpieniem,Wkręt-met,szt,,8,295,,,,,1,paczka
ISOLIGHT,ISOROC,M3,,,500,1000,,50,,,
ISOLIGHT,ISOROC,M3,,,500,1000,,75,,,
ISOLIGHT,ISOROC,M3,,,500,1000,,100,,,
ISOLIGHT,ISOROC,M3,,,500,1000,,120,,,
ISOLIGHT,ISOROC,M3,,,500,1000,,140,,,
ISOLIGHT,ISOROC,M3,,,500,1000,,150,,,
ISOLIGHT,ISOROC,M3,,,500,1000,,160,,,
ISOLIGHT,ISOROC,M3,,,500,1000,,180,,,
ISOLIGHT,ISOROC,M3,,,500,1000,,200,,,
ISOLIGHT,ISOROC,M3,,,600,1000,,50,,,
ISOLIGHT,ISOROC,M3,,,600,1000,,75,,,
ISOLIGHT,ISOROC,M3,,,600,1000,,100,,,
ISOLIGHT,ISOROC,M3,,,600,1000,,120,,,
ISOLIGHT,ISOROC,M3,,,600,1000,,140,,,
ISOLIGHT,ISOROC,M3,,,600,1000,,150,,,
ISOLIGHT,ISOROC,M3,,,600,1000,,160,,,
ISOLIGHT,ISOROC,M3,,,600,1000,,180,,,
ISOLIGHT,ISOROC,M3,,,600,1000,,200,,,
ISOLIGHT,ISOROC,M3,,,500,1000,,50,,,
ISOLIGHT,ISOROC,M3,,,500,1000,,75,,,
ISOLIGHT,ISOROC,M3,,,500,1000,,100,,,
ISOLIGHT,ISOROC,M3,,,500,1000,,120,,,
ISOLIGHT,ISOROC,M3,,,500,1000,,140,,,
ISOLIGHT,ISOROC,M3,,,500,1000,,150,,,
ISOLIGHT,ISOROC,M3,,,500,1000,,160,,,
ISOLIGHT,ISOROC,M3,,,500,1000,,180,,,
ISOLIGHT,ISOROC,M3,,,500,1000,,200,,,
ISOLIGHT,ISOROC,M3,,,600,1000,,50,,,
ISOLIGHT,ISOROC,M3,,,600,1000,,75,,,
ISOLIGHT,ISOROC,M3,,,600,1000,,100,,,
ISOLIGHT,ISOROC,M3,,,600,1000,,120,,,
ISOLIGHT,ISOROC,M3,,,600,1000,,140,,,
ISOLIGHT,ISOROC,M3,,,600,1000,,150,,,
ISOLIGHT,ISOROC,M3,,,600,1000,,160,,,
ISOLIGHT,ISOROC,M3,,,600,1000,,180,,,
ISOLIGHT,ISOROC,M3,,,600,1000,,200,,,
ISOFAS,ISOROC,M3,,,600,50,,1000,,,
ISOFAS,ISOROC,M3,,,600,60,,1000,,,
ISOFAS,ISOROC,M3,,,600,70,,1000,,,
ISOFAS,ISOROC,M3,,,600,80,,1000,,,
ISOFAS,ISOROC,M3,,,600,100,,1000,,,
ISOFAS,ISOROC,M3,,,600,120,,1000,,,
ISOFAS,ISOROC,M3,,,600,130,,1000,,,
ISOFAS,ISOROC,M3,,,600,140,,1000,,,
ISOFAS,ISOROC,M3,,,600,150,,1000,,,
ISOFAS,ISOROC,M3,,,600,160,,1000,,,
ISOFAS,ISOROC,M3,,,600,170,,1000,,,
ISOFAS,ISOROC,M3,,,600,180,,1000,,,
ISOFAS,ISOROC,M3,,,600,200,,1000,,,
ISOFAS,ISOROC,M3,,,600,1000,,50,,,
ISOFAS,ISOROC,M3,,,600,1000,,60,,,
ISOFAS,ISOROC,M3,,,600,1000,,70,,,
ISOFAS,ISOROC,M3,,,600,1000,,80,,,
ISOFAS,ISOROC,M3,,,600,1000,,100,,,
ISOFAS,ISOROC,M3,,,600,1000,,120,,,
ISOFAS,ISOROC,M3,,,600,1000,,130,,,
ISOFAS,ISOROC,M3,,,600,1000,,140,,,
ISOFAS,ISOROC,M3,,,600,1000,,150,,,
ISOFAS,ISOROC,M3,,,600,1000,,160,,,
ISOFAS,ISOROC,M3,,,600,1000,,170,,,
ISOFAS,ISOROC,M3,,,600,1000,,180,,,
ISOFAS,ISOROC,M3,,,600,1000,,200,,,
FRONTROCK S,ROCKWOOL,M2,,,1000,600,,20,paczka,1,pełna paleta
FRONTROCK S,ROCKWOOL,M2,,,1000,600,,30,paczka,1,pełna paleta
FRONTROCK S,ROCKWOOL,M2,,,1000,600,,30,paczka,1,pełna paleta
FRONTROCK S,ROCKWOOL,M2,,,1000,600,,20,paczka,1,pełna paleta
Thermano TOP,Balex,M2,,,2400,1200,,140,,1,paczka
Thermano TOP,Balex,M2,,,2400,1200,,125,,1,paczka
Thermano TOP,Balex,M2,,,2400,1200,,120,,1,paczka
Thermano TOP,Balex,M2,,,2400,1200,,100,,1,paczka
Thermano TOP,Balex,M2,,,2400,1200,,80,,1,paczka
Thermano TOP,Balex,M2,,,2400,1200,,60,,1,paczka
Thermano TOP,Balex,M2,,,2400,1200,,50,,1,paczka
Thermano TOP,Balex,M2,,,2400,1200,,40,,1,paczka
Thermano TOP,Balex,M2,,,2400,1200,,140,,1,paczka
Thermano TOP,Balex,M2,,,2400,1200,,125,,1,paczka
Thermano TOP,Balex,M2,,,2400,1200,,120,,1,paczka
Thermano TOP,Balex,M2,,,2400,1200,,100,,1,paczka
Thermano TOP,Balex,M2,,,2400,1200,,80,,1,paczka
Thermano TOP,Balex,M2,,,2400,1200,,60,,1,paczka
Thermano TOP,Balex,M2,,,2400,1200,,50,,1,paczka
Thermano TOP,Balex,M2,,,2400,1200,,40,,1,paczka
